YA714_DARK 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
23.75 2731.302 2670.486 1917.919 2097.257 2274.221 2440.959 2323.142 2702.843 2372.212 1913.698 2289.097 2165.971 2602.03 2309.111 2317.366
25 2754.538 2698.96 1922.502 2111.918 2302.852 2474.989 2347.869 2735.258 2387.008 1919.01 2320.998 2175.396 2610.204 2310.299 2334.489
26.25 2785.579 2716.703 1928.738 2124.001 2322.013 2505.829 2382.337 2740.372 2398.223 1926.915 2368.052 2192.967 2629.161 2323.44 2359.212
27.5 2806.37 2716.827 1948.552 2126.512 2323.912 2509.321 2386.303 2733.5 2403.209 1945.08 2375.15 2214.169 2643.349 2324.106 2379.799
28.75 2797.576 2721.56 1955.39 2138.996 2332.271 2524.617 2382.265 2744.827 2409.96 1955.375 2362.097 2239.031 2657.73 2333.277 2406.279
30 2802.31 2743.897 1960.957 2174.836 2356.365 2539.806 2392.81 2774.868 2440.7 1970.301 2368.588 2248.916 2680.823 2355.632 2420.982
31.25 2818.885 2756.189 1960.371 2177.231 2365.179 2534.58 2397.292 2774.365 2446.059 1979.224 2375.969 2243.868 2690.138 2349.668 2413.447
32.5 2798.755 2736.118 1943.482 2158.88 2348.212 2526.562 2402.955 2751.074 2423.2 1965.679 2366.738 2226.339 2670.525 2334.84 2395.574
33.75 2785.207 2718.835 1945.152 2155.556 2322.298 2528.57 2400.474 2737.699 2413.155 1953.978 2366.592 2213.942 2656.973 2328.516 2398.068
35 2754.716 2699.237 1931.188 2147.322 2306.932 2534.672 2381.859 2713.474 2388.633 1926.738 2355.287 2202.42 2633.167 2308.426 2390.59
36.25 2613.749 2583.975 1842.974 2050.175 2213.184 2419.561 2265.143 2581.143 2283.883 1834.863 2241.697 2109.138 2518.449 2194.1 2269.926
37.5 2409.7 2389.05 1701.377 1886.031 2041.698 2203.603 2074.67 2391.898 2100.526 1694.956 2064.8 1937.86 2335.961 2018.044 2081.835
38.75 2236.4 2214.044 1574.476 1737.56 1881.565 2059.336 1931.028 2235.209 1940.734 1577.641 1918.961 1800.503 2184.915 1876.478 1944.522
40 2130.755 2110.164 1498.617 1655.223 1796.662 1972.298 1847.948 2143.869 1844.143 1489.086 1827.937 1711.354 2075.795 1783.284 1855.108
41.25 2054.101 2055.408 1461.242 1611.498 1748.1 1918.985 1804.482 2074.913 1799.248 1450.222 1787.5 1664.825 2017.01 1723.851 1792.763
42.5 2035.274 2033.997 1439.312 1598.621 1713.033 1898.969 1777.01 2032.198 1786.409 1449.311 1763.028 1648.381 1990.307 1702.025 1754.598
43.75 2037.546 2026.819 1424.157 1599.908 1706.885 1877.943 1763.359 2021.665 1777.635 1448.178 1746.648 1635.887 1974.281 1698.614 1747.92
45 2052.817 2033.757 1425.114 1601.277 1706.572 1872.952 1767.122 2043.897 1792.182 1457.706 1753.029 1648.498 1973.978 1708.707 1764.11
46.25 2139.595 2086.34 1467.45 1655.235 1714.506 1908.197 1802.543 2102.201 1870.073 1530.556 1792.044 1722.729 2014.026 1745.97 1807.217
47.5 2267.401 2194.763 1544.821 1752.334 1773.172 2000.575 1878.664 2207.302 1982.636 1629.641 1870.497 1824.445 2116.175 1825.124 1884.62
48.75 2381.128 2297.482 1624.101 1845.628 1865.003 2114.442 1975.088 2316.592 2072.284 1701.151 1966.032 1905.503 2241.635 1915.129 1982.729
50 2444.569 2384.549 1698.993 1933.113 1944.352 2215.816 2066.758 2413.903 2160.07 1748.041 2053.88 1966.419 2343.787 1985.056 2062.327
51.25 2501.609 2458.834 1751.202 1994.987 2024.318 2286.653 2143.414 2478.026 2226.34 1792.488 2128.11 2023.609 2430.261 2040.468 2142.192
52.5 2571.372 2483.683 1770.939 2005.028 2077.486 2303.912 2174.984 2492.222 2247.394 1824.452 2149.781 2055.549 2469.256 2058.847 2168.024
53.75 2589.639 2456.573 1767.117 2011.205 2059.841 2262.194 2145.696 2463.644 2228.93 1812.886 2110.684 2055.508 2439.087 2039.715 2130.175
55 2522.39 2364.654 1720.084 1960.941 1967.262 2161.35 2053.208 2382.566 2177.007 1755.354 2000.469 2001.087 2327.627 1967.666 2050.754
56.25 2404.039 2208.924 1612.369 1848.663 1800.223 2002.853 1899.333 2260.871 2069.609 1654.661 1814.595 1883.809 2164.688 1817.234 1916.433
57.5 2305.056 2055.297 1486.023 1723.59 1624.165 1820.128 1719.221 2084.843 1943.888 1546.465 1619.321 1756.647 1978.672 1643.715 1746.414
58.75 2227.464 1923.901 1396.954 1623.348 1479.044 1691.866 1561.18 1929.101 1843.133 1453.787 1471.189 1681.307 1814.661 1490.137 1595.246
60 2149.647 1851.353 1332.155 1555.325 1386.819 1610.172 1482.158 1846.761 1781.755 1391.476 1393.737 1610.198 1712.292 1403.101 1512.039
61.25 2087.625 1787.522 1287.698 1502.871 1341.721 1549.256 1436.648 1790.796 1736.425 1359.776 1351.725 1554.141 1658.992 1353.056 1462.269
62.5 2017.919 1741.89 1256.832 1467.755 1317.391 1512.725 1400.403 1748.577 1695.485 1327.304 1334.677 1510.404 1615.424 1324.983 1432.615
63.75 1938.073 1701.7 1229.439 1440.743 1302.321 1496.029 1385.327 1715.503 1657.352 1287.427 1327.852 1463.483 1596.78 1325.648 1420.738
65 1871.653 1664.164 1195.717 1409.009 1295.803 1491.638 1376.436 1682.392 1609.68 1254.885 1335.351 1425.726 1586.238 1310.883 1415.501
66.25 1803.972 1626.619 1177.016 1372.147 1286.74 1489.827 1360.792 1643.394 1556.616 1204.769 1332.752 1384.214 1571.295 1297.88 1389.202
67.5 1713.993 1609.319 1160.568 1336.701 1281.562 1476.808 1353.463 1622.31 1510.474 1144.965 1335.259 1355.396 1562.607 1279.164 1382.008
68.75 1616.696 1594.856 1139.162 1306.281 1290.667 1477.622 1364.057 1606.784 1451.597 1090.236 1350.908 1314.806 1564.059 1293.143 1395.12
70 1540.886 1578.799 1128.474 1272 1297.508 1478.736 1373.922 1595.67 1396.635 1041.228 1371.526 1279.475 1563.611 1304.83 1397.871
71.25 1506.489 1555.402 1112.273 1254.484 1287.375 1466.354 1366.486 1571.572 1348.721 989.03 1363.989 1266.953 1559.189 1297.132 1387.112
72.5 1486.552 1536.068 1103.501 1238.631 1274.809 1453.634 1359.583 1549.763 1337.158 1018.665 1353.035 1250.687 1554.449 1286.501 1376.225
73.75 1498.695 1544.394 1109.871 1245.228 1269.287 1446.511 1356.418 1552.42 1348.124 1015.099 1351.169 1253.445 1555.044 1270.738 1364.958
75 1563.92 1596.982 1144.449 1289.393 1292.103 1491.053 1396.984 1598.529 1399.987 1077.248 1384.788 1312.688 1595.95 1309.858 1397.112
76.25 1676.087 1712.657 1267.097 1435.262 1388.593 1610.437 1510.804 1707.709 1538.069 1210.283 1492.425 1451.911 1733.878 1430.291 1524.356
77.5 1724.961 1773.57 1342.961 1523.183 1454.084 1666.199 1570.368 1775.313 1612.766 1273.899 1547.854 1528.67 1810.266 1495.631 1609.102
78.75 1678.3 1723.079 1285.267 1457.225 1418.683 1614.391 1525.435 1727.211 1550.547 1225.793 1504.569 1467.264 1751.402 1449.207 1551.721
80 1620.719 1647.581 1192.448 1354.569 1368.57 1548.838 1462.374 1660.583 1472.831 1204.515 1453.747 1368.785 1685.541 1391.573 1478.389
81.25 1642.588 1655.153 1190.125 1345.73 1363.747 1569.397 1488.413 1678.265 1466.861 1279.917 1472.716 1354.019 1715.486 1399.426 1492.872
82.5 1940.768 1822.634 1402.933 1600.954 1539.805 1782.357 1798.719 2000.466 1769.894 1743.553 1682.025 1626.669 2088.832 1662.972 1786.804
83.75 2728.919 2319.816 2104.93 2416.266 2112.654 2386.583 2525.725 2751.21 2622.5 2505.122 2281.237 2459.954 3045.357 2382.412 2622.85
85 3648.65 2958.405 2996.251 3529.572 2916.932 3136.476 3366.43 3610.921 3807.287 3256.786 3019.762 3558.463 4196.635 3297.284 3666.328
86.25 4097.251 3327.876 3612.811 4241.86 3415.403 3465.879 3821.202 4056.98 4474.546 3586.891 3390.223 4318.198 4813.924 3857.042 4323.347
87.5 3814.926 3098.61 3562.582 4077.291 3254.611 3170.479 3641.623 3781.098 4284.861 3364.988 3160.574 4258.951 4547.722 3735.578 4170.514
88.75 3086.26 2558.906 2928.59 3286.562 2605.187 2529.312 2970.587 3054.335 3447.383 2790.76 2527.385 3481.144 3672.495 3066.794 3393.676
90 2608.344 2148.613 2457.182 2866.988 2090.185 2095.307 2396.994 2478.348 2931.932 2487.042 2041.823 2876.326 2982.205 2443.651 2751.793
91.25 2617.375 2045.137 2757.985 3298.91 2052.838 2035.493 2355.708 2366.427 3220.007 2707.991 1973.08 3158.453 3022.344 2422.153 2878.392
92.5 2764.269 2108.984 3198.194 3809.898 2223.176 2128.419 2513.189 2474.402 3638.026 2975.647 2094.322 3756.093 3334.001 2655.385 3213.27
93.75 2831.415 2343.768 3353.285 3936.42 2394.651 2337.482 2687.644 2694.067 3723.739 2990.025 2304.95 3999.957 3528.552 2821.232 3390.25
95 2963.843 2805.522 3098.872 3587.959 2602.232 2695.056 2899.669 3002.14 3447.089 2801.689 2586.276 3708.363 3583.85 2892.906 3390.972
96.25 3301.899 3345.958 2797.22 3218.026 2803.021 3117.355 3103.126 3403.459 3231.993 2689.554 2876.318 3220.593 3639.537 2978.289 3339.054
97.5 3677.845 3777.518 2768.902 3212.848 3008.668 3464.214 3321.12 3768.312 3379.193 2816.887 3182.225 3122.02 3810.064 3164.321 3389.77
98.75 3985.555 4043.857 2895.881 3356.359 3210.471 3678.352 3535.107 4038.876 3651.601 2979.402 3403.081 3315.549 4034.006 3425.733 3606.337
100 4114.279 4068.349 2968.739 3372.721 3239.3 3696.533 3592.458 4145.439 3768.256 3047.696 3444.701 3413.6 4098.824 3541.022 3695.195
101.25 4082.77 3934.095 2960.611 3342.82 3128.845 3593.849 3511.301 4072.217 3754.864 3034.054 3350.512 3396.548 4015.805 3494.068 3633.283
102.5 3859.979 3672.96 2831.919 3153.96 2898.048 3331.714 3316.859 3865.209 3596.461 2900.193 3124.344 3286.896 3795.908 3318.729 3442.873
103.75 3461.68 3281.522 2512.941 2740.416 2531.243 2904.45 2954.308 3479.138 3225.712 2626.315 2743.719 2974.517 3361.42 2978.391 3044.992
105 3100.974 2937.351 2185.684 2373.187 2188.786 2543.5 2566.335 3049.214 2850.127 2350.084 2385.073 2586.244 2880.679 2611.013 2646.59
106.25 2819.129 2676.098 1968.37 2126.068 1947.124 2285.184 2284.557 2735.055 2584.86 2123.83 2121.515 2288.923 2532.059 2348.984 2371.675
107.5 2551.806 2434.868 1794.169 1921.427 1756.04 2069.153 2051.985 2464.06 2355.586 1943.352 1905.101 2062.339 2254.757 2122.926 2133.733
